0.02722365,-0.005850744,1.509333,602.4088,0.08352843,-0.9143217,0.2270941,0.3247575
0.04060599,-0.009182882,1.505768,602.4083,0.08807021,-0.9093003,0.2418514,0.3269933
0.05443203,-0.0111484,1.504644,602.4076,0.08902314,-0.9075716,0.2448172,0.3293227
0.06648016,-0.01300235,1.503698,602.407,0.09026182,-0.9059832,0.2474387,0.3313934
0.08075094,-0.01465793,1.502908,602.4064,0.09087706,-0.9048529,0.2486229,0.3334208
0.09648302,-0.01634688,1.502382,602.4058,0.09137119,-0.904375,0.2478942,0.3351206
0.1120596,-0.01813979,1.502115,602.4052,0.09197938,-0.9039525,0.2475084,0.336377
0.1267601,-0.01980395,1.501789,602.4046,0.09293458,-0.903434,0.2471194,0.3377902
0.1413988,-0.02319617,1.500865,602.4033,0.09556741,-0.9014685,0.2486268,0.3411836
0.1545077,-0.02464957,1.500406,602.4028,0.09707622,-0.900528,0.249415,0.3426629
0.1683097,-0.02615733,1.499756,602.4022,0.09876639,-0.8996413,0.2503495,0.3438258
0.1816602,-0.02769275,1.499048,602.4015,0.1006197,-0.8989125,0.2513636,0.3444541
0.1944094,-0.02930255,1.498368,602.4008,0.1022156,-0.8983064,0.2523328,0.3448565
0.2081709,-0.03088565,1.497737,602.4002,0.1033382,-0.8977058,0.2534811,0.3452435
0.2213808,-0.03251071,1.497166,602.3996,0.1036102,-0.8970652,0.2546799,0.3459442
0.2348856,-0.0343761,1.496972,602.3989,0.1023321,-0.8968815,0.2558281,0.3459537
0.248794,-0.03617091,1.496778,602.3979,0.1010793,-0.8969188,0.2563422,0.3458447
0.2619079,-0.03774829,1.496485,602.397,0.1013866,-0.896798,0.2560994,0.3462476
0.275355,-0.03914161,1.496443,602.3962,0.1023736,-0.8965694,0.2552456,0.3471786
0.2899339,-0.04057021,1.496819,602.3952,0.1031284,-0.8964334,0.2530471,0.3489112
0.304681,-0.04246803,1.497519,602.3943,0.1013445,-0.8973676,0.2501171,0.3491453
0.3188001,-0.04427047,1.498352,602.3932,0.09758534,-0.899016,0.2468901,0.3482713
0.3340833,-0.04582591,1.499282,602.3918,0.09270991,-0.9014064,0.2429051,0.3462205
0.3489833,-0.04703327,1.500271,602.3904,0.08965412,-0.9036268,0.2387066,0.3441511
0.3641102,-0.04827495,1.501456,602.3888,0.08766385,-0.9057487,0.23401,0.3423065
0.3786768,-0.04975696,1.502885,602.3873,0.08601246,-0.9077933,0.2290607,0.3406533
0.3933434,-0.05138679,1.503975,602.3859,0.08336262,-0.9101692,0.2231127,0.3389153
0.4078324,-0.05298897,1.50486,602.3845,0.07951978,-0.9127688,0.2174884,0.3364949
0.4220872,-0.05438896,1.50562,602.3831,0.07541722,-0.9152927,0.2120287,0.3340593
0.4362596,-0.05586334,1.506439,602.3815,0.0716826,-0.9177642,0.207101,0.3311795
0.4506778,-0.05727859,1.507526,602.38,0.0685461,-0.9201096,0.2020794,0.3284265
0.4647624,-0.05895611,1.509065,602.3784,0.06621504,-0.9221805,0.1969774,0.3261884
0.4787346,-0.06077095,1.51052,602.377,0.0632379,-0.9244494,0.1916823,0.3235002
0.4929993,-0.06254287,1.511822,602.3755,0.06023377,-0.9265741,0.186802,0.3208387
0.5071412,-0.06406875,1.512821,602.3743,0.0579172,-0.9286157,0.1826842,0.3177186
0.5212682,-0.06561561,1.5139,602.3729,0.05649297,-0.9304644,0.1789081,0.3147011
0.5353897,-0.06730171,1.515141,602.3716,0.05613015,-0.932182,0.175414,0.311635
0.5492083,-0.0690908,1.516472,602.3702,0.05577366,-0.933846,0.17148,0.3088942
0.5629779,-0.0709085,1.517688,602.369,0.05537421,-0.9354507,0.1675481,0.3062575
0.577365,-0.07250591,1.518534,602.3679,0.05494891,-0.9367719,0.1642042,0.3040993
0.5918315,-0.07390495,1.519343,602.3671,0.05351821,-0.9380482,0.1616591,0.3017746
0.6060807,-0.07548995,1.520428,602.366,0.0507855,-0.9395947,0.158976,0.2988466
0.620142,-0.0773048,1.521814,602.3647,0.04729952,-0.9413284,0.1555812,0.2957334
0.6343465,-0.07930274,1.523322,602.3633,0.04376785,-0.9431558,0.1514387,0.2925886
0.6483485,-0.0811872,1.524686,602.3619,0.04064386,-0.9449112,0.1467459,0.289753
0.6623314,-0.08281131,1.525724,602.3607,0.03798146,-0.9465463,0.1422939,0.2869846
0.6760364,-0.08437724,1.52648,602.3596,0.03539897,-0.948095,0.1384609,0.2840624
0.6902921,-0.08606239,1.527307,602.3585,0.03255547,-0.949613,0.1349993,0.2809819
0.7043273,-0.08789344,1.528188,602.3573,0.02983405,-0.9509451,0.1321529,0.2781168
0.7179253,-0.0898933,1.529169,602.356,0.02734069,-0.9523622,0.1291828,0.2749012
0.732022,-0.09168334,1.530197,602.3547,0.0258573,-0.9535174,0.1263282,0.272355
0.7461361,-0.09339233,1.531222,602.3532,0.0248801,-0.9546267,0.1229907,0.2700787
0.7601545,-0.09509082,1.532223,602.3517,0.02388906,-0.955786,0.1193355,0.2676968
0.7741191,-0.09700008,1.533133,602.3503,0.02227126,-0.9570384,0.1154815,0.2650388
0.7882576,-0.09897801,1.533916,602.3488,0.02028574,-0.9582262,0.1121062,0.2623422
0.8019361,-0.1009569,1.534475,602.3474,0.01834056,-0.9593529,0.1091429,0.2596033
0.8159382,-0.1030712,1.53514,602.3459,0.01689741,-0.9603497,0.1064438,0.2571241
0.8298127,-0.1053733,1.536124,602.3443,0.01546567,-0.9612962,0.103269,0.2549628
0.8437814,-0.1078043,1.537527,602.3424,0.01386803,-0.9622177,0.0994042,0.2531082
0.8574793,-0.1105041,1.539129,602.3405,0.01198879,-0.9631799,0.09501171,0.2512245
0.8715498,-0.1130943,1.540794,602.3386,0.009970613,-0.964123,0.09084193,0.2492296
0.8855367,-0.1154766,1.541994,602.3367,0.008548077,-0.9650915,0.08696334,0.2469068
0.8995554,-0.1178474,1.542803,602.3351,0.007993154,-0.9659637,0.08348659,0.244705
0.9132928,-0.1201515,1.543474,602.3336,0.007798817,-0.9666964,0.08086514,0.2426899
0.9272166,-0.1225834,1.544335,602.3322,0.007149011,-0.9672774,0.0787297,0.2410918
0.9412819,-0.1253214,1.545678,602.3304,0.004921854,-0.9680548,0.07687867,0.2386115
0.9547559,-0.1278362,1.547339,602.3286,0.002672747,-0.9687778,0.07469968,0.2363947
0.9692416,-0.1303291,1.548837,602.3268,0.0007345527,-0.9696051,0.07165198,0.2339479
0.9831297,-0.1326637,1.550145,602.3249,-0.0003492795,-0.9704399,0.06807195,0.2315437
0.9966554,-0.1349106,1.551057,602.3231,-0.0004442185,-0.9712887,0.0637162,0.2292127
1.010503,-0.1370792,1.551839,602.3215,-0.0004705265,-0.9720325,0.05970208,0.2271307
1.024542,-0.1394949,1.552595,602.3201,-0.0006165653,-0.9726418,0.05583764,0.2254992
1.0385,-0.1420498,1.553373,602.3187,-0.002398307,-0.973245,0.05230501,0.2237249
1.051953,-0.1443691,1.55407,602.3174,-0.004326766,-0.9737409,0.04824387,0.2224468
1.066367,-0.1464271,1.554872,602.316,-0.005908979,-0.9742446,0.04389456,0.2211019
1.080202,-0.1486282,1.555879,602.3148,-0.007464232,-0.9748759,0.0391519,0.2191543
1.094329,-0.1508827,1.556913,602.3135,-0.008741791,-0.9754722,0.03323778,0.2174234
1.108538,-0.1530161,1.557748,602.3124,-0.009500984,-0.9758153,0.02632094,0.2167987
1.122473,-0.1553774,1.558493,602.3114,-0.01070981,-0.9760714,0.01930898,0.2163275
1.136569,-0.1577663,1.558942,602.3107,-0.01243218,-0.9761189,0.01255482,0.2165178
1.150558,-0.1602039,1.55933,602.3101,-0.01407174,-0.9759754,0.006404424,0.217332
1.164194,-0.162713,1.559763,602.3095,-0.01589946,-0.9756736,0.000915498,0.2186499
1.178317,-0.1654539,1.560626,602.3093,-0.01844636,-0.9752631,-0.00376626,0.2202443
1.192611,-0.1682996,1.561926,602.3089,-0.02182171,-0.9748116,-0.007626843,0.2218293
1.206493,-0.1710109,1.56315,602.3088,-0.0248491,-0.9743242,-0.01149755,0.2234788
1.220423,-0.1734647,1.56416,602.3085,-0.02555232,-0.9737002,-0.01565091,0.2258544
1.234329,-0.1761398,1.565246,602.3085,-0.02596188,-0.9730166,-0.02001761,0.2283949
1.24828,-0.1790819,1.566695,602.3087,-0.02708147,-0.9721882,-0.02507398,0.2312754
1.262104,-0.1821432,1.568398,602.3088,-0.0290686,-0.9712615,-0.03006433,0.2343127
1.276052,-0.1851539,1.570076,602.3089,-0.03135504,-0.9701068,-0.03537249,0.2380306
1.290068,-0.1879673,1.571591,602.3091,-0.03365832,-0.9689845,-0.04032955,0.2414747
1.303655,-0.1906328,1.573414,602.3093,-0.03563131,-0.9678866,-0.04563181,0.2446302
1.31765,-0.1930113,1.575559,602.3095,-0.03755643,-0.966952,-0.05181919,0.2467963
1.331529,-0.1953268,1.577795,602.3098,-0.03994794,-0.9660688,-0.05856201,0.2483659
1.345588,-0.1974649,1.580019,602.3098,-0.04301521,-0.9653345,-0.06566753,0.2489314
1.359314,-0.199337,1.58182,602.3098,-0.04591766,-0.9648029,-0.07277752,0.2484969
1.373272,-0.2010879,1.583212,602.3099,-0.04837504,-0.9644968,-0.07847098,0.2474839
1.387259,-0.2026291,1.584107,602.3101,-0.05111944,-0.964623,-0.0822951,0.2451879
1.401031,-0.2039108,1.584708,602.3101,-0.05416441,-0.9649212,-0.0855359,0.2422332
1.415337,-0.2048302,1.584973,602.3102,-0.05669919,-0.9654216,-0.08834108,0.2386259
1.428998,-0.2058105,1.585632,602.31,-0.05806758,-0.9663402,-0.09054866,0.2337003
1.443004,-0.2065468,1.586407,602.3099,-0.05949713,-0.9674761,-0.09240318,0.2278419
1.456863,-0.2071743,1.586958,602.3098,-0.06059806,-0.9687355,-0.09441002,0.2212836
1.470541,-0.2076397,1.587022,602.3097,-0.06064706,-0.9702139,-0.09590213,0.2140324
1.484927,-0.2079372,1.586933,602.3098,-0.05995279,-0.971734,-0.09681943,0.2067969
1.498858,-0.2081089,1.586966,602.3098,-0.05942314,-0.9731122,-0.09819604,0.1996976
1.512622,-0.2084074,1.587539,602.3098,-0.0598176,-0.9744188,-0.09958883,0.192385
1.526722,-0.2086677,1.588311,602.3099,-0.06149964,-0.9757417,-0.1010189,0.1842319
1.540425,-0.2089567,1.589091,602.3101,-0.06337566,-0.9771467,-0.1013952,0.1757469
1.554653,-0.2090988,1.589398,602.3103,-0.06343125,-0.9786072,-0.1012792,0.1674725
1.568418,-0.2091493,1.58946,602.3106,-0.06141695,-0.9800429,-0.1005593,0.1600995
1.582327,-0.2091808,1.589525,602.3109,-0.05799638,-0.9813571,-0.09987637,0.1536216
1.595977,-0.2094536,1.589858,602.3113,-0.05552356,-0.9825025,-0.09974769,0.1471615
1.610029,-0.2097206,1.590323,602.3118,-0.05408413,-0.9833617,-0.1003593,0.1414317
1.624204,-0.2099686,1.590646,602.3124,-0.05400421,-0.9840958,-0.1011293,0.1356916
1.637754,-0.2101402,1.590595,602.3128,-0.05448643,-0.9847393,-0.1019568,0.1300954
1.65256,-0.2101078,1.590275,602.3132,-0.0548966,-0.9854113,-0.1020161,0.1246738
1.66652,-0.2101202,1.590036,602.3137,-0.05496375,-0.9861751,-0.1011192,0.1192172
1.679901,-0.2101536,1.58965,602.3142,-0.05454995,-0.9869993,-0.09951088,0.1138177
1.693764,-0.2103805,1.58914,602.3145,-0.05411426,-0.9877896,-0.09759412,0.1087138
1.707393,-0.2104483,1.588515,602.3149,-0.05346574,-0.9885079,-0.09575051,0.1040471
1.721299,-0.2105255,1.587863,602.3154,-0.05309873,-0.9891827,-0.09358273,0.09970248
1.735413,-0.2103987,1.587174,602.3159,-0.05262104,-0.9898382,-0.09130242,0.09547397
1.748996,-0.2104015,1.586458,602.3163,-0.05242875,-0.9904951,-0.08894639,0.09088123
1.76313,-0.2104168,1.585663,602.3167,-0.05248109,-0.9911745,-0.08613335,0.08602452
1.776644,-0.210432,1.584762,602.3171,-0.05179579,-0.9918773,-0.08286256,0.08142814
1.790817,-0.2107591,1.583841,602.3176,-0.05082203,-0.9925112,-0.07980628,0.07726553
1.804571,-0.2111082,1.583241,602.3183,-0.04966871,-0.992999,-0.07707017,0.0744738
1.818488,-0.2116318,1.582983,602.3188,-0.04971116,-0.9933005,-0.07536407,0.07213467
1.832287,-0.2122021,1.58306,602.3194,-0.0503343,-0.9934894,-0.07437361,0.07010004
1.846676,-0.2127952,1.583316,602.3199,-0.05144748,-0.9935488,-0.07439876,0.06840318
1.860583,-0.2134428,1.583173,602.3206,-0.05192453,-0.9936128,-0.0744108,0.06708661
